legacyId,parentId,qubitParentSlug,title,radGeneralMaterialDesignation,radTitleStatementOfResponsibility,levelOfDescription,repository,identifier,extentAndMedium,scopeAndContent,acquisition,arrangement,language,locationOfOriginals,reproductionConditions,eventDates
,,test-csv-upload-satya-fonds,Ellen Frank interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Ellen Frank (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 25  min., 29 sec.","Oral history interview with Ellen Frank feminist activist (Vancouver, BC)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2009-07-25
,,test-csv-upload-satya-fonds,Ellen Woodsworth interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Ellen Woodsworth (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  58 min., 31 sec. ",Oral history interview with Ellen Woodsworth Vancouver City Councillor and feminist activist,Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2009-07-22
,,test-csv-upload-satya-fonds,Eloise Spitzer interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Eloise Spitzer (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) : 50 min., 59 sec.","Oral history interview with Eloise Spitzer feminist lawyer and academic (Whitehorse, YK).",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-07-12
,,test-csv-upload-satya-fonds,Esther Braden interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Esther Braden (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  40  min., 4 sec.","Oral history interview with Esther Braden early feminist activist (Yellowknife, NWT)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-07-30
,,test-csv-upload-satya-fonds,Eve Zaremba interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Eve Zaremba (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 15 min., 8 sec. ","Oral history interview with Eve Zaremba radical feminist writer. Topics include: Women's liberation, radical feminism, Broadside.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-09-29
,,test-csv-upload-satya-fonds,Eve Zaremba transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Eve Zaremba (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,1 textual record (doc) : 16 pages,"Transcript for oral history interview with Eve Zaremba radical feminist writer. Topics include: Women's liberation, radical feminism, Broadside.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-09-29
,,test-csv-upload-satya-fonds,Frances Wright interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Frances Wright (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 12 min., 48 sec. ","Oral history interview  with Frances Wright  founder of the Famous Five Foundation (Calgary, AB)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2009-07-02
,,test-csv-upload-satya-fonds,Frieda Forman interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Frieda Forman (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1hr., 12 min., 27 sec. ","Oral history interview with Frieda Forman feminist scholar and author. Topics include: OISE, OCAD, feminist artists, University of Toronto, Jewish feminism.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-07-17
,,test-csv-upload-satya-fonds,Frieda Forman transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Frieda Forman (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,1 textual record (doc) : 28 pages,"Transcript for oral history interview with Frieda Forman feminist scholar and author. Topics include: OISE, OCAD, feminist artists, University of Toronto, Jewish feminism.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-07-17
,,test-csv-upload-satya-fonds,Gillian Thomas and Donna Smyth interview,Sound recording (electronic),"Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer), Gillian Thomas (interviewee), and Donna Smyth (interviewee)",Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  21 min., 27 sec.",Oral history interview with both Gillian Thomas and Donna Smyth,Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-06-18
,,test-csv-upload-satya-fonds,Gillian Thomas interview,Sound recording (electronic),"Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer), Gillian Thomas (interviewee) and Donna Smyth (interviewee)",Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  40 min., 54 sec. ","Oral history interview with Gillian Thomas feminist writer and academic (Halifax, NS)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-06-18
,,test-csv-upload-satya-fonds,Grete Hale interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Grete Hale (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  58 min., 42 sec.","Oral history interview with Grete Hale prominent Ottawa business woman. Topics include: Ottawa, philanthropy, women in business.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-06-09
,,test-csv-upload-satya-fonds,Grete Hale transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Grete Hale (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,1 textual record (doc) : 18 pages,"Transcript for oral history interview with Grete Hale prominent Ottawa business woman. Topics include: Ottawa, philanthropy, women in business.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-06-09
,,test-csv-upload-satya-fonds,Gunilla Mungan interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Gunilla Mungan (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  27 min., 56 sec.","Oral history interview with Gunilla Mungan feminist lawyer and activist (Calgary, AB)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-05-05
,,test-csv-upload-satya-fonds,Helen Lucas interview,Sound recording (electronic),"Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer), Mary Breen (interviewer) and Helen Lucas (interviewee)",Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 51 min., 11 sec.","Oral history interview with Helen Lucas prolific Canadian artist. Topics include: feminist artists, Toronto, marriage, divorce, motherhood, religion.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-13
,,test-csv-upload-satya-fonds,Helen Lucas transcript,Textual record (electronic),"Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer), Mary Breen (interviewer) and Helen Lucas (interviewee)",Item,Archives et collections spéciales/Archives and Special Collections,I2,1 textual record (doc) : 33 pages,"Transcript oral history interview with Helen Lucas prolific Canadian artist. Topics include: feminist artists, Toronto, marriage, divorce, motherhood, religion.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-13
,,test-csv-upload-satya-fonds,Jan Catano interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Jan Catano (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 19 min., 50 sec.  ","Oral history interview with Jan Catano community health organizer (Halifax, NS)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-06-19
,,test-csv-upload-satya-fonds,Jane Oxenbury interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Jane Oxenbury (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  48 min., 35 sec.",Oral history interview  with Jane Oxenbury,Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2009-06-28
,,test-csv-upload-satya-fonds,Jean Augustine interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Jean Augustine (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 18 min., 40  sec.","Oral history interview with Jean Augustine former Canadian politician. Topics include: Government, immigration, Toronto, labour.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-07-08
,,test-csv-upload-satya-fonds,Jean Augustine transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Jean Augustine (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,1 textual record (doc) : 22 pages,"Transcript for oral history interview with Jean Augustine former Canadian politician. Topics include: Government, immigration, Toronto, labour.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-07-08
,,test-csv-upload-satya-fonds,Jessie MacGregor part 1 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Jessie MacGregor (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  27 min., 14 sec.","Oral history interview with Jessie MacGregor who is transgender and a feminist  (Vancouver, BC)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2009-09-26
,,test-csv-upload-satya-fonds,Jessie MacGregor part 2 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Jessie MacGregor (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,"1 sound recording (wav) :  26 min., 3 sec.","Oral history interview with Jessie MacGregor who is transgender and a feminist  (Vancouver, BC)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2009-09-26
,,test-csv-upload-satya-fonds,Joan Hicks part 1 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Joan Hicks (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  24 min., 55 sec. ","Oral history interview with Joan Hicks part feminist organizer (Halifax, NS)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-06-29
,,test-csv-upload-satya-fonds,Joan Hicks part 2 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Joan Hicks (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,"1 sound recording (wav) :  1 hr., 14 min., 20 sec. ","Oral history interview with Joan Hicks part feminist organizer (Halifax, NS)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-06-29
,,test-csv-upload-satya-fonds,Judith Lawrence interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Judith Lawrence (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  49 min., 14 sec. ","Oral history interview with Judith Lawrence a puppeteer and feminist (Vancouver, BC)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2009-09-27
,,test-csv-upload-satya-fonds,Judith Ramirez part 1 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Judith Ramirez (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  4 min., 8 sec.","Oral history interview with Judith Ramirez immigrant women's rights activist. Topics include: Immigrant women, labour, race.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-14
,,test-csv-upload-satya-fonds,Judith Ramirez part 2 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Judith Ramirez (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,"1 sound recording (wav) :  54 min., 4 sec.","Oral history interview with Judith Ramirez immigrant women's rights activist. Topics include: Immigrant women, labour, race.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-14
,,test-csv-upload-satya-fonds,Judith Ramirez transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Judith Ramirez (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I3,1 textual record (doc) : 16 pages,"Transcript for oral history interview with Judith Ramirez immigrant women's rights activist. Topics include: Immigrant women, labour, race.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-14
,,test-csv-upload-satya-fonds,Judy Burwell interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Judy Burwell (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  51 min., 46 sec. ","Oral history interview with Judy Burwell women's health advocate (Fredericton, NB)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-06-23
,,test-csv-upload-satya-fonds,Judy Erola interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Judy Erola (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 43 min., 15 sec.","Transcript for oral history interview with Judy Erola former Canadian politician and first female head of Status of Women Canada. Topics include: Government, Sudbury, Northern Ontario, Pierre Trudeau, Liberal party.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-28
,,test-csv-upload-satya-fonds,Judy Erola transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Judy Erola (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,1 textual record (doc) : 33 pages,"Oral history interview with Judy Erola former Canadian politician and first female head of Status of Women Canada. Topics include: Government, Sudbury, Northern Ontario, Pierre Trudeau, Liberal party.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-08-28
,,test-csv-upload-satya-fonds,Kay Sigurjonsson interview,Sound recording (electronic),"Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer), Mary Breen (interviewer) and Kay Sigurjonsson (interviewee)",Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 23 min., 31 sec.","Oral history interview with Kay Sigurjonsson former member of the Ontario Federation of Women Teachers. Topics include: Ontario Federation of Women Teachers, NAC Executive, Founding of NAC, women and work/labour, 1984 Leaders Debate.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-05-12
,,test-csv-upload-satya-fonds,Kay Sigurjonsson transcript,,"Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer), Mary Breen (interviewer) and Kay Sigurjonsson (interviewee)",Item,Archives et collections spéciales/Archives and Special Collections,I2,1 textual record (doc) : 28 pages,"Transcript for oral history interview with Kay Sigurjonsson former member of the Ontario Federation of Women Teachers. Topics include: Ontario Federation of Women Teachers, NAC Executive, Founding of NAC, women and work/labour, 1984 Leaders Debate.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-05-12
,,test-csv-upload-satya-fonds,Kay Stanley interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Kay Stanley (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 49 min., 4 sec.","Oral history interview with Kay Stanley former civil servant and deputy head of Status of Women Canada. Topics include: Progressive Conservative Party, government, Federation of Women Teachers, teaching, civil service, Status of Women, childcare.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-09-17
,,test-csv-upload-satya-fonds,Kay Stanley transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Kay Stanley (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,1 textual record (doc) : 27 pages,Transcript for oral history interview with former civil servant and deputy head of Status of Women Canada,Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-09-17
,,test-csv-upload-satya-fonds,Lee Lakeman interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Lee Lakeman (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) : 1 hr., 9  min., 32 sec.","Oral history interview with Lee Lakeman founder of Vancouver Rape Relief (Vancouver, BC)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2009-07-23
,,test-csv-upload-satya-fonds,Linda Christiansen-Ruffman interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Linda Christiansen Ruffman (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) : 1 hr., 14 min., 32 sec. ","Oral history interview with Linda Christiansen-Ruffman feminist academic (Halifax, NS)",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),"All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections. Restrictions on interview: ""I recognize this as the standard consent form and I am certainly willing to sign it with the caveat, of course, that this is for this particular interview. And that I don't convey all of my words absolutely to the University of Ottawa forever. Because I am going to say things in this interview I've said elsewhere in the past and will say other times in the future."" -  Linda Christiansen Ruffman, interview recording",2010-06-19
,,test-csv-upload-satya-fonds,Linda Silver Dranoff part 1 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Linda Silver Dranoff (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) :  1 hr., 13 min., 1 sec.","Oral history interview with Linda Silver Dranoff Toronto-based family law lawyer. Topics include: Family law, constitution, charter, Ontario Committee on the Status of Women, Chatelaine.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-09-10
,,test-csv-upload-satya-fonds,Linda Silver Dranoff part 2 interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Linda Silver Dranoff (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I2,"1 sound recording (wav) :  1 min., 49 sec.","Oral history interview with Linda Silver Dranoff Toronto-based family law lawyer. Topics include: Family law, constitution, charter, Ontario Committee on the Status of Women, Chatelaine.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-09-10
,,test-csv-upload-satya-fonds,Linda Silver Dranoff transcript,Textual record (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Linda Silver Dranoff (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I3,1 textual record (pdf) : 17 pages,"Transcript for oral history interview with Linda Silver Dranoff Toronto-based family law lawyer. Topics include: Family law, constitution, charter, Ontario Committee on the Status of Women, Chatelaine.",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2008-09-10
,,test-csv-upload-satya-fonds,Louise Hardy interview,Sound recording (electronic),Nancy's Very Own Foundation (creator): Bronwyn Bragg (interviewer) and Louise Hardy (interviewee),Item,Archives et collections spéciales/Archives and Special Collections,I1,"1 sound recording (wav) : 26 min., 13 sec.","Oral history interview with Louise Hardy former MP (Whitehorse, YK).",Donor Nancy Ruth in accession in ACC-2012-21,Digital files were copied from a folder titled 'Complete Set' in a portable USB hard drive,en,ACC-2012-21-01 package in Ontario Library Research Cloud (OLRC),All rights remain with the University of Ottawa Library Archives and Special Collections. For copyright permissions contact Archives and Special Collections.,2010-07-13
